Gene_Name	Cluster_ID	Functions
GCF_000478885.1_00203	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_00384	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_00581	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_00637	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_00834	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/hydrogenase maturase/HYDF
GCF_000478885.1_00938	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01033	GCF_000478885.1_1:Cl_1	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01035	GCF_000478885.1_1:Cl_1	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01036	GCF_000478885.1_1:Cl_1	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01039	GCF_000478885.1_1:Cl_1	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01248	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01442	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01592	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01663	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01689	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01706	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01756	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01785	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/DHDR
GCF_000478885.1_01867	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/other genes/DEVR
GCF_000478885.1_01889	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01932	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_01988	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_02094	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_02148	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_02165	GCF_000478885.1_1:Cl_NA	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_02270	GCF_000478885.1_1:Cl_0	Equol Gene Cluster/hydrogenase maturase/HNDD
GCF_000478885.1_02272	GCF_000478885.1_1:Cl_0	Equol Gene Cluster/fix electron transport/FIXX
GCF_000478885.1_02273	GCF_000478885.1_1:Cl_0	Equol Gene Cluster/fix electron transport/FIXC
GCF_000478885.1_02277	GCF_000478885.1_1:Cl_0	Equol Gene Cluster/Equol Production Pathway/THDR
GCF_000478885.1_02281	GCF_000478885.1_1:Cl_0	Equol Gene Cluster/other genes/DEVR
